uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PB,COVID,DOMICILIO,"90 - 99",F,1
PB,COVID,HOSPITAL,"90 - 99",F,3
PB,COVID,HOSPITAL,"90 - 99",M,5
PB,INDETERMINADA,DOMICILIO,"90 - 99",F,3
PB,INDETERMINADA,DOMICILIO,"90 - 99",M,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,16
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,12
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,34
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,14
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
PB,PNEUMONIA,DOMICILIO,"90 - 99",F,40
PB,PNEUMONIA,DOMICILIO,"90 - 99",M,18
PB,PNEUMONIA,HOSPITAL,"90 - 99",F,169
PB,PNEUMONIA,HOSPITAL,"90 - 99",M,112
PB,PNEUMONIA,IGNORADO,"90 - 99",F,1
PB,PNEUMONIA,IGNORADO,"90 - 99",M,1
PB,PNEUMONIA,OUTRO,"90 - 99",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PB,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
PB,SEPTICEMIA,DOMICILIO,"90 - 99",F,14
PB,SEPTICEMIA,DOMICILIO,"90 - 99",M,11
PB,SEPTICEMIA,HOSPITAL,"90 - 99",F,124
PB,SEPTICEMIA,HOSPITAL,"90 - 99",M,62
PB,SEPTICEMIA,OUTRO,"90 - 99",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PB,SRAG,HOSPITAL,"90 - 99",F,3
PB,SRAG,HOSPITAL,"90 - 99",M,1
PE,OUTRAS,DOMICILIO,"90 - 99",F,295
PE,OUTRAS,DOMICILIO,"90 - 99",M,164
PE,OUTRAS,HOSPITAL,"90 - 99",F,273
PE,OUTRAS,HOSPITAL,"90 - 99",M,131
PE,OUTRAS,IGNORADO,"90 - 99",F,3
PE,OUTRAS,IGNORADO,"90 - 99",M,1
PE,OUTRAS,OUTRO,"90 - 99",F,12
PE,OUTRAS,OUTRO,"90 - 99",M,3
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,22
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,9
PE,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
PE,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
PE,COVID,HOSPITAL,"90 - 99",F,9
PE,COVID,HOSPITAL,"90 - 99",M,4
PE,INDETERMINADA,DOMICILIO,"90 - 99",F,6
PE,INDETERMINADA,DOMICILIO,"90 - 99",M,5
PE,INDETERMINADA,HOSPITAL,"90 - 99",F,2
PE,INDETERMINADA,HOSPITAL,"90 - 99",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,44
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,29
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,74
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,29
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
PE,PNEUMONIA,DOMICILIO,"90 - 99",F,73
PE,PNEUMONIA,DOMICILIO,"90 - 99",M,31
PE,PNEUMONIA,HOSPITAL,"90 - 99",F,199
PE,PNEUMONIA,HOSPITAL,"90 - 99",M,135
PE,PNEUMONIA,IGNORADO,"90 - 99",F,1
PE,PNEUMONIA,IGNORADO,"90 - 99",M,2
PE,PNEUMONIA,OUTRO,"90 - 99",F,3
PE,PNEUMONIA,OUTRO,"90 - 99",M,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,14
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PE,SEPTICEMIA,DOMICILIO,"90 - 99",F,39
PE,SEPTICEMIA,DOMICILIO,"90 - 99",M,23
PE,SEPTICEMIA,HOSPITAL,"90 - 99",F,290
PE,SEPTICEMIA,HOSPITAL,"90 - 99",M,125
PE,SEPTICEMIA,IGNORADO,"90 - 99",F,1
PE,SEPTICEMIA,IGNORADO,"90 - 99",M,1
PE,SEPTICEMIA,OUTRO,"90 - 99",F,5
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,16
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
PE,SRAG,DOMICILIO,"90 - 99",F,1
PE,SRAG,HOSPITAL,"90 - 99",F,5
PE,SRAG,HOSPITAL,"90 - 99",M,2
PI,OUTRAS,DOMICILIO,"90 - 99",F,72
PI,OUTRAS,DOMICILIO,"90 - 99",M,72
PI,OUTRAS,HOSPITAL,"90 - 99",F,30
PI,OUTRAS,HOSPITAL,"90 - 99",M,35
PI,OUTRAS,OUTRO,"90 - 99",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PI,COVID,HOSPITAL,"90 - 99",F,1
PI,COVID,HOSPITAL,"90 - 99",M,1
PI,INDETERMINADA,DOMICILIO,"90 - 99",F,1
PI,INDETERMINADA,DOMICILIO,"90 - 99",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,14
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,20
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,11
PI,PNEUMONIA,DOMICILIO,"90 - 99",F,11
PI,PNEUMONIA,DOMICILIO,"90 - 99",M,14
PI,PNEUMONIA,HOSPITAL,"90 - 99",F,38
PI,PNEUMONIA,HOSPITAL,"90 - 99",M,39
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
PI,SEPTICEMIA,DOMICILIO,"90 - 99",F,3
PI,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
PI,SEPTICEMIA,HOSPITAL,"90 - 99",F,20
PI,SEPTICEMIA,HOSPITAL,"90 - 99",M,13
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PI,SRAG,DOMICILIO,"90 - 99",M,1
PI,SRAG,HOSPITAL,"90 - 99",F,1
PI,SRAG,HOSPITAL,"90 - 99",M,1
PR,OUTRAS,DOMICILIO,"90 - 99",F,394
PR,OUTRAS,DOMICILIO,"90 - 99",M,189
PR,OUTRAS,HOSPITAL,"90 - 99",F,387
PR,OUTRAS,HOSPITAL,"90 - 99",M,224
PR,OUTRAS,OUTRO,"90 - 99",F,31
PR,OUTRAS,OUTRO,"90 - 99",M,8
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,18
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,13
PR,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
PR,COVID,DOMICILIO,"90 - 99",M,1
PR,COVID,HOSPITAL,"90 - 99",F,18
PR,COVID,HOSPITAL,"90 - 99",M,11
PR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PR,INDETERMINADA,DOMICILIO,"90 - 99",F,11
PR,INDETERMINADA,DOMICILIO,"90 - 99",M,5
PR,INDETERMINADA,HOSPITAL,"90 - 99",F,1
PR,INDETERMINADA,HOSPITAL,"90 - 99",M,1
PR,INDETERMINADA,OUTRO,"90 - 99",M,1
PR,INDETERMINADA,VIA_PUBLICA,"90 - 99",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,27
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,16
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,88
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,39
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PR,PNEUMONIA,DOMICILIO,"90 - 99",F,31
PR,PNEUMONIA,DOMICILIO,"90 - 99",M,24
PR,PNEUMONIA,HOSPITAL,"90 - 99",F,423
PR,PNEUMONIA,HOSPITAL,"90 - 99",M,258
PR,PNEUMONIA,OUTRO,"90 - 99",F,9
PR,PNEUMONIA,OUTRO,"90 - 99",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,13
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
PR,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
PR,SEPTICEMIA,DOMICILIO,"90 - 99",F,16
PR,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
PR,SEPTICEMIA,HOSPITAL,"90 - 99",F,261
PR,SEPTICEMIA,HOSPITAL,"90 - 99",M,111
PR,SEPTICEMIA,OUTRO,"90 - 99",F,5
PR,SEPTICEMIA,OUTRO,"90 - 99",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PR,SRAG,DOMICILIO,"90 - 99",F,1
PR,SRAG,HOSPITAL,"90 - 99",F,5
PR,SRAG,HOSPITAL,"90 - 99",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RJ,OUTRAS,DOMICILIO,"90 - 99",F,666
RJ,OUTRAS,DOMICILIO,"90 - 99",M,270
RJ,OUTRAS,HOSPITAL,"90 - 99",F,808
RJ,OUTRAS,HOSPITAL,"90 - 99",M,394
RJ,OUTRAS,IGNORADO,"90 - 99",F,6
RJ,OUTRAS,IGNORADO,"90 - 99",M,3
RJ,OUTRAS,OUTRO,"90 - 99",F,33
RJ,OUTRAS,OUTRO,"90 - 99",M,10
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,252
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,87
RJ,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
RJ,COVID,HOSPITAL,"90 - 99",F,26
RJ,COVID,HOSPITAL,"90 - 99",M,14
RJ,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RJ,INDETERMINADA,DOMICILIO,"90 - 99",F,20
RJ,INDETERMINADA,DOMICILIO,"90 - 99",M,7
RJ,INDETERMINADA,HOSPITAL,"90 - 99",F,10
RJ,INDETERMINADA,HOSPITAL,"90 - 99",M,3
RJ,INDETERMINADA,OUTRO,"90 - 99",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,55
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,14
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,154
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,55
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,39
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
RJ,PNEUMONIA,DOMICILIO,"90 - 99",F,44
RJ,PNEUMONIA,DOMICILIO,"90 - 99",M,27
RJ,PNEUMONIA,HOSPITAL,"90 - 99",F,897
RJ,PNEUMONIA,HOSPITAL,"90 - 99",M,431
RJ,PNEUMONIA,OUTRO,"90 - 99",F,2
RJ,PNEUMONIA,OUTRO,"90 - 99",M,3
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,141
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,67
RJ,SEPTICEMIA,DOMICILIO,"90 - 99",F,28
RJ,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
RJ,SEPTICEMIA,HOSPITAL,"90 - 99",F,714
RJ,SEPTICEMIA,HOSPITAL,"90 - 99",M,272
RJ,SEPTICEMIA,OUTRO,"90 - 99",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,118
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,30
RJ,SRAG,DOMICILIO,"90 - 99",F,1
RJ,SRAG,HOSPITAL,"90 - 99",F,7
RJ,SRAG,HOSPITAL,"90 - 99",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RN,OUTRAS,DOMICILIO,"90 - 99",F,86
RN,OUTRAS,DOMICILIO,"90 - 99",M,55
RN,OUTRAS,HOSPITAL,"90 - 99",F,75
RN,OUTRAS,HOSPITAL,"90 - 99",M,41
RN,OUTRAS,IGNORADO,"90 - 99",M,1
RN,OUTRAS,OUTRO,"90 - 99",F,2
RN,OUTRAS,OUTRO,"90 - 99",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
RN,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
RN,COVID,HOSPITAL,"90 - 99",F,2
RN,COVID,HOSPITAL,"90 - 99",M,1
RN,INDETERMINADA,DOMICILIO,"90 - 99",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,22
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,21
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,10
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RN,PNEUMONIA,DOMICILIO,"90 - 99",F,49
RN,PNEUMONIA,DOMICILIO,"90 - 99",M,21
RN,PNEUMONIA,HOSPITAL,"90 - 99",F,123
RN,PNEUMONIA,HOSPITAL,"90 - 99",M,70
RN,PNEUMONIA,IGNORADO,"90 - 99",M,1
RN,PNEUMONIA,OUTRO,"90 - 99",F,4
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
RN,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
RN,SEPTICEMIA,DOMICILIO,"90 - 99",F,20
RN,SEPTICEMIA,DOMICILIO,"90 - 99",M,5
RN,SEPTICEMIA,HOSPITAL,"90 - 99",F,57
RN,SEPTICEMIA,HOSPITAL,"90 - 99",M,54
RN,SEPTICEMIA,IGNORADO,"90 - 99",F,1
RN,SEPTICEMIA,OUTRO,"90 - 99",F,1
RN,SEPTICEMIA,OUTRO,"90 - 99",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RN,SRAG,HOSPITAL,"90 - 99",F,1
RN,SRAG,HOSPITAL,"90 - 99",M,1
RN,SRAG,OUTRO,"90 - 99",M,1
RO,OUTRAS,DOMICILIO,"90 - 99",F,26
RO,OUTRAS,DOMICILIO,"90 - 99",M,28
RO,OUTRAS,HOSPITAL,"90 - 99",F,29
RO,OUTRAS,HOSPITAL,"90 - 99",M,26
RO,OUTRAS,OUTRO,"90 - 99",F,1
RO,OUTRAS,OUTRO,"90 - 99",M,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RO,COVID,HOSPITAL,"90 - 99",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,4
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,6
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,11
RO,PNEUMONIA,DOMICILIO,"90 - 99",F,3
RO,PNEUMONIA,DOMICILIO,"90 - 99",M,2
RO,PNEUMONIA,HOSPITAL,"90 - 99",F,21
RO,PNEUMONIA,HOSPITAL,"90 - 99",M,18
RO,SEPTICEMIA,DOMICILIO,"90 - 99",F,1
RO,SEPTICEMIA,HOSPITAL,"90 - 99",F,16
RO,SEPTICEMIA,HOSPITAL,"90 - 99",M,7
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RO,SRAG,HOSPITAL,"90 - 99",M,1
RR,OUTRAS,DOMICILIO,"90 - 99",F,2
RR,OUTRAS,DOMICILIO,"90 - 99",M,1
RR,OUTRAS,HOSPITAL,"90 - 99",F,7
RR,OUTRAS,HOSPITAL,"90 - 99",M,6
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1
RR,PNEUMONIA,HOSPITAL,"90 - 99",F,11
RR,PNEUMONIA,HOSPITAL,"90 - 99",M,4
RR,SEPTICEMIA,HOSPITAL,"90 - 99",F,1
RR,SEPTICEMIA,HOSPITAL,"90 - 99",M,2
RS,OUTRAS,DOMICILIO,"90 - 99",F,399
RS,OUTRAS,DOMICILIO,"90 - 99",M,173
RS,OUTRAS,HOSPITAL,"90 - 99",F,541
RS,OUTRAS,HOSPITAL,"90 - 99",M,299
RS,OUTRAS,IGNORADO,"90 - 99",F,4
RS,OUTRAS,IGNORADO,"90 - 99",M,2
RS,OUTRAS,OUTRO,"90 - 99",F,54
RS,OUTRAS,OUTRO,"90 - 99",M,16
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,98
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,22
RS,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
RS,COVID,DOMICILIO,"90 - 99",M,1
RS,COVID,HOSPITAL,"90 - 99",F,19
RS,COVID,HOSPITAL,"90 - 99",M,8
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
RS,INDETERMINADA,DOMICILIO,"90 - 99",F,8
RS,INDETERMINADA,DOMICILIO,"90 - 99",M,3
RS,INDETERMINADA,HOSPITAL,"90 - 99",F,2
RS,INDETERMINADA,HOSPITAL,"90 - 99",M,3
RS,INDETERMINADA,OUTRO,"90 - 99",F,1
RS,INDETERMINADA,OUTRO,"90 - 99",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,37
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,14
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,135
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,73
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,20
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
RS,PNEUMONIA,DOMICILIO,"90 - 99",F,33
RS,PNEUMONIA,DOMICILIO,"90 - 99",M,23
RS,PNEUMONIA,HOSPITAL,"90 - 99",F,512
RS,PNEUMONIA,HOSPITAL,"90 - 99",M,327
RS,PNEUMONIA,IGNORADO,"90 - 99",F,2
RS,PNEUMONIA,IGNORADO,"90 - 99",M,1
RS,PNEUMONIA,OUTRO,"90 - 99",F,11
RS,PNEUMONIA,OUTRO,"90 - 99",M,4
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,31
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,14
RS,SEPTICEMIA,DOMICILIO,"90 - 99",F,10
RS,SEPTICEMIA,DOMICILIO,"90 - 99",M,2
RS,SEPTICEMIA,HOSPITAL,"90 - 99",F,366
RS,SEPTICEMIA,HOSPITAL,"90 - 99",M,144
RS,SEPTICEMIA,IGNORADO,"90 - 99",F,2
RS,SEPTICEMIA,IGNORADO,"90 - 99",M,1
RS,SEPTICEMIA,OUTRO,"90 - 99",F,2
RS,SEPTICEMIA,OUTRO,"90 - 99",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,28
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
RS,SRAG,HOSPITAL,"90 - 99",F,3
RS,SRAG,HOSPITAL,"90 - 99",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SC,OUTRAS,DOMICILIO,"90 - 99",F,213
SC,OUTRAS,DOMICILIO,"90 - 99",M,122
SC,OUTRAS,HOSPITAL,"90 - 99",F,226
SC,OUTRAS,HOSPITAL,"90 - 99",M,116
SC,OUTRAS,IGNORADO,"90 - 99",F,1
SC,OUTRAS,OUTRO,"90 - 99",F,23
SC,OUTRAS,OUTRO,"90 - 99",M,10
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,22
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
SC,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
SC,COVID,DOMICILIO,"90 - 99",M,1
SC,COVID,HOSPITAL,"90 - 99",F,5
SC,COVID,HOSPITAL,"90 - 99",M,5
SC,INDETERMINADA,DOMICILIO,"90 - 99",F,6
SC,INDETERMINADA,DOMICILIO,"90 - 99",M,6
SC,INDETERMINADA,HOSPITAL,"90 - 99",F,1
SC,INDETERMINADA,HOSPITAL,"90 - 99",M,3
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,22
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,59
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,42
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,PNEUMONIA,DOMICILIO,"90 - 99",F,29
SC,PNEUMONIA,DOMICILIO,"90 - 99",M,23
SC,PNEUMONIA,HOSPITAL,"90 - 99",F,227
SC,PNEUMONIA,HOSPITAL,"90 - 99",M,146
SC,PNEUMONIA,OUTRO,"90 - 99",F,2
SC,PNEUMONIA,OUTRO,"90 - 99",M,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
SC,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
SC,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,1
SC,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
SC,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
SC,SEPTICEMIA,HOSPITAL,"90 - 99",F,157
SC,SEPTICEMIA,HOSPITAL,"90 - 99",M,67
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SC,SRAG,HOSPITAL,"90 - 99",F,2
SC,SRAG,HOSPITAL,"90 - 99",M,1
SE,OUTRAS,DOMICILIO,"90 - 99",F,53
SE,OUTRAS,DOMICILIO,"90 - 99",M,30
SE,OUTRAS,HOSPITAL,"90 - 99",F,61
SE,OUTRAS,HOSPITAL,"90 - 99",M,21
SE,OUTRAS,IGNORADO,"90 - 99",F,1
SE,OUTRAS,OUTRO,"90 - 99",F,3
SE,OUTRAS,OUTRO,"90 - 99",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,32
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,24
SE,COVID,HOSPITAL,"90 - 99",F,1
SE,COVID,HOSPITAL,"90 - 99",M,3
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
SE,INDETERMINADA,DOMICILIO,"90 - 99",F,1
SE,INDETERMINADA,HOSPITAL,"90 - 99",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,9
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,11
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,12
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
SE,PNEUMONIA,DOMICILIO,"90 - 99",F,3
SE,PNEUMONIA,DOMICILIO,"90 - 99",M,3
SE,PNEUMONIA,HOSPITAL,"90 - 99",F,69
SE,PNEUMONIA,HOSPITAL,"90 - 99",M,39
SE,PNEUMONIA,IGNORADO,"90 - 99",F,2
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
SE,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
SE,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
SE,SEPTICEMIA,HOSPITAL,"90 - 99",F,41
